Date, Open, High, Low, Close, Volume
09/13/22, 369.34, 370.53, 360.2801, 361.38, 5549174
09/12/22, 375.82, 378.51, 375.51, 377.86, 2961354
09/09/22, 370.24, 374.61, 369.98, 373.75, 2621561
09/08/22, 363.375, 368.48, 362.27, 368.07, 3692037
09/07/22, 358.86, 366.375, 358.6904, 365.68, 4136951
09/06/22, 361.36, 362.28, 357.00, 359.24, 5680313
09/02/22, 367.95, 369.13, 358.78, 360.45, 4544223
09/01/22, 361.10, 364.70, 358.51, 364.27, 6126838
08/31/22, 367.61, 368.79, 363.11, 363.15, 4062539
08/30/22, 371.30, 371.445, 364.02, 366.03, 5044536
08/29/22, 369.77, 373.05, 368.78, 370.05, 4953159
08/26/22, 385.55, 386.05, 372.51, 372.51, 5153160
08/25/22, 381.76, 385.73, 380.70, 385.73, 2631290
08/24/22, 378.90, 381.58, 378.18, 380.19, 2241245
08/23/22, 379.56, 381.87, 378.5233, 379.04, 2869184
08/22/22, 383.43, 383.54, 379.09, 379.94, 4153718
08/19/22, 390.70, 390.95, 387.25, 388.12, 2899030
08/18/22, 392.42, 394.02, 391.17, 393.55, 3258081
08/17/22, 391.56, 394.85, 390.2931, 392.34, 3222325
08/16/22, 393.24, 396.89, 392.44, 395.04, 3864849
08/15/22, 390.49, 394.76, 390.46, 394.35, 3203933
08/12/22, 387.95, 392.72, 387.09, 392.67, 3664357
08/11/22, 388.87, 390.65, 385.40, 386.06, 3575370
08/10/22, 384.99, 386.23, 383.10, 386.06, 3650992
08/09/22, 379.02, 379.41, 377.10, 378.14, 2360524
08/08/22, 381.78, 383.9068, 378.57, 379.64, 3455348
08/05/22, 376.65, 380.70, 376.54, 379.98, 2852090
08/04/22, 380.88, 381.53, 379.19, 380.77, 3410631
08/03/22, 377.19, 382.10, 376.91, 381.07, 3854779
08/02/22, 376.11, 379.627, 373.95, 375.21, 4132588
08/01/22, 376.12, 380.01, 375.44, 377.65, 4421369
07/29/22, 374.73, 379.66, 373.93, 378.79, 5246413
07/28/22, 369.42, 373.91, 365.98, 373.32, 4345335
07/27/22, 362.49, 370.33, 362.2205, 368.66, 4500264
07/26/22, 362.12, 362.21, 358.4501, 359.25, 2987190
07/25/22, 363.84, 364.44, 361.45, 363.61, 3902230
07/22/22, 366.69, 367.84, 361.01, 363.25, 4533862
07/21/22, 362.36, 366.62, 360.01, 366.59, 4603979
07/20/22, 360.70, 364.2399, 359.45, 362.92, 4270636
07/19/22, 354.95, 361.09, 354.25, 360.61, 3620152
07/18/22, 356.97, 357.62, 349.92, 351.08, 3544880
07/15/22, 351.73, 354.11, 349.80, 354.01, 4520475
07/14/22, 343.41, 347.95, 341.045, 347.44, 4624840
07/13/22, 344.74, 351.00, 344.37, 348.36, 5603536
07/12/22, 352.60, 354.90, 348.38, 349.99, 4080271
07/11/22, 354.84, 355.57, 352.51, 353.25, 3491695
07/08/22, 355.906, 359.05, 354.471, 357.29, 4791341
07/07/22, 354.01, 358.30, 354.00, 357.50, 3737478
07/06/22, 351.23, 354.68, 348.93, 352.33, 5450928
07/05/22, 345.48, 351.10, 342.78, 351.06, 6180564
07/01/22, 346.16, 350.83, 343.59, 350.44, 7481480
06/30/22, 345.88, 349.84, 342.45, 346.88, 7159599
06/29/22, 350.43, 351.36, 347.81, 349.64, 3775861
06/28/22, 360.08, 362.835, 350.90, 350.90, 8801780
06/27/22, 361.00, 361.15, 357.57, 358.65, 4608590
06/24/22, 352.03, 360.02, 351.97, 360.00, 5458559
06/23/22, 347.63, 349.61, 344.14, 349.13, 6708774
06/22/22, 342.08, 349.51, 341.6348, 345.50, 4876060
06/21/22, 343.19, 347.50, 343.11, 346.23, 5628348
06/17/22, 337.31, 340.87, 334.24, 337.95, 7083981
06/16/22, 340.48, 340.84, 334.57, 337.07, 8821869
06/15/22, 346.82, 352.84, 341.97, 348.52, 7887624
06/14/22, 346.37, 347.32, 340.57, 343.60, 7584190
06/13/22, 349.11, 350.8353, 343.06, 344.46, 10399710
06/10/22, 362.93, 363.69, 358.23, 358.27, 7629693
06/09/22, 376.24, 378.44, 369.02, 369.10, 3021979
06/08/22, 380.50, 382.23, 377.26, 377.99, 3436443
06/07/22, 375.16, 382.61, 374.71, 382.17, 2649857
06/06/22, 381.33, 382.96, 377.41, 378.47, 2659482
06/03/22, 379.11, 380.60, 376.48, 377.44, 2749538
06/02/22, 376.41, 383.74, 374.20, 383.65, 3273721
06/01/22, 381.61, 382.64, 374.10, 376.50, 4245818
05/31/22, 380.23, 382.85, 376.92, 379.68, 5016514
05/27/22, 374.94, 381.86, 374.80, 381.80, 3911790
05/26/22, 366.445, 374.13, 366.27, 372.46, 4248253
05/25/22, 360.54, 367.16, 360.27, 365.20, 5704600
05/24/22, 360.85, 363.21, 355.70, 362.18, 5567301
05/23/22, 361.09, 365.57, 358.85, 364.81, 5254915
05/20/22, 361.41, 361.95, 349.76, 358.02, 8755856
05/19/22, 357.17, 362.23, 355.85, 357.93, 6359477
05/18/22, 370.98, 371.16, 359.00, 360.34, 6883570
05/17/22, 373.66, 375.56, 370.08, 375.20, 4513309
05/16/22, 367.71, 371.35, 365.45, 367.84, 4719840
05/13/22, 364.73, 370.58, 363.6416, 369.16, 5377437
05/12/22, 357.835, 363.75, 354.02, 360.65, 7679237
05/11/22, 365.97, 371.36, 360.27, 360.93, 8026944
05/10/22, 371.90, 373.22, 362.91, 366.84, 7870750
05/09/22, 372.36, 373.56, 364.50, 365.90, 10793230
05/06/22, 378.01, 381.28, 372.95, 378.10, 7959647
05/05/22, 390.22, 390.31, 376.35, 380.49, 10477250
05/04/22, 383.35, 394.925, 380.28, 394.34, 7367547
05/03/22, 381.62, 385.0556, 380.00, 382.73, 5607696
05/02/22, 378.79, 382.27, 372.33, 381.08, 10737020
04/29/22, 389.42, 391.45, 378.00, 378.70, 8221944
04/28/22, 388.23, 394.90, 383.87, 393.14, 7036192
04/27/22, 383.50, 388.75, 381.50, 383.53, 6415702
04/26/22, 391.40, 391.59, 382.44, 382.54, 8492984
04/25/22, 389.42, 394.0584, 385.00, 393.80, 8141182
04/22/22, 401.67, 401.885, 391.10, 391.66, 6326437
04/21/22, 412.38, 413.68, 401.80, 402.65, 4670153
04/20/22, 410.82, 411.39, 407.67, 408.71, 5067144
04/19/22, 402.58, 409.77, 402.36, 409.02, 3841510
04/18/22, 401.55, 404.22, 400.44, 402.59, 4305868
04/14/22, 407.72, 408.78, 402.34, 402.52, 3735679
04/13/22, 402.57, 408.20, 402.48, 407.47, 4358710
04/12/22, 407.33, 409.71, 401.37, 402.92, 6615813
04/11/22, 408.50, 409.0592, 403.925, 404.40, 3342784
04/08/22, 411.85, 414.22, 409.98, 411.53, 4752812
04/07/22, 409.60, 414.30, 407.74, 412.53, 4954053
04/06/22, 410.76, 412.66, 407.64, 410.46, 5540716
04/05/22, 418.56, 420.82, 413.50, 414.66, 4112033
04/04/22, 416.45, 419.96, 415.72, 419.85, 5117208
04/01/22, 416.68, 416.818, 412.87, 416.32, 4663067
03/31/22, 420.97, 421.67, 415.05, 415.17, 5876639
03/30/22, 423.26, 424.01, 419.59, 421.65, 4794334
03/29/22, 422.96, 424.72, 420.25, 424.29, 5510554
03/28/22, 415.50, 419.05, 413.69, 418.99, 3395334
03/25/22, 414.79, 416.3581, 412.205, 416.12, 3643255
03/24/22, 409.89, 414.10, 408.81, 414.02, 2977317
03/23/22, 412.16, 413.62, 409.29, 409.33, 3742563
03/22/22, 411.20, 415.52, 411.20, 414.67, 4231715
03/21/22, 409.84, 411.75, 406.43, 409.91, 4159492
03/18/22, 403.98, 410.28, 403.24, 409.89, 5874983
03/17/22, 398.64, 405.56, 398.30, 405.41, 5177527
03/16/22, 395.50, 400.55, 390.55, 400.51, 7407331
03/15/22, 385.86, 392.37, 384.63, 391.75, 5739361
03/14/22, 387.07, 390.268, 382.25, 383.34, 6454976
03/11/22, 393.62, 394.1899, 385.68, 386.16, 5872799
03/10/22, 388.44, 392.01, 386.53, 391.15, 6394788
03/09/22, 390.88, 394.85, 388.72, 392.90, 5812598
03/08/22, 385.76, 392.74, 381.64, 382.70, 9356075
03/07/22, 396.73, 397.00, 385.56, 385.61, 8411483
03/04/22, 396.93, 398.4264, 393.37, 397.34, 6322478
03/03/22, 405.02, 405.54, 398.88, 400.58, 8745268
03/02/22, 397.72, 404.10, 396.78, 402.60, 8185168
03/01/22, 400.01, 401.92, 392.79, 395.34, 9124412
02/28/22, 397.18, 402.85, 396.00, 401.36, 11855940
02/25/22, 394.95, 402.52, 393.3955, 402.37, 11665230
02/24/22, 377.76, 394.17, 377.50, 393.77, 21277221
02/23/22, 397.74, 398.32, 387.38, 387.81, 12154860
02/22/22, 397.05, 400.37, 391.505, 394.92, 10414740
02/18/22, 402.15, 403.31, 397.00, 399.29, 10570830
02/17/22, 407.49, 407.98, 401.23, 401.86, 7540991
02/16/22, 408.20, 411.89, 406.32, 410.59, 7743764
02/15/22, 408.18, 410.29, 407.46, 410.10, 6822294
02/14/22, 404.43, 405.99, 400.24, 403.62, 10167580
02/11/22, 413.15, 415.20, 403.57, 404.94, 10458590
02/10/22, 414.93, 420.80, 411.14, 413.18, 9260462
02/09/22, 418.55, 420.87, 418.345, 420.57, 6284459
02/08/22, 410.72, 415.46, 409.35, 414.49, 5565685
02/07/22, 413.23, 414.62, 409.90, 411.16, 5620912
02/04/22, 410.34, 416.24, 408.06, 412.52, 8210024
02/03/22, 414.59, 416.43, 409.79, 410.59, 7658271
02/02/22, 418.98, 421.18, 416.54, 420.36, 6726476
02/01/22, 414.34, 417.04, 410.90, 416.39, 8154891
01/31/22, 405.67, 413.97, 404.35, 413.69, 9200435
01/28/22, 397.82, 406.33, 393.30, 406.26, 12096810
01/27/22, 402.93, 405.97, 394.82, 396.54, 12455230
01/26/22, 405.66, 408.1954, 394.34, 398.56, 14377350
01/25/22, 398.17, 404.26, 392.7325, 399.46, 16836330
01/24/22, 397.26, 404.88, 386.84, 404.37, 22997840
01/21/22, 409.71, 411.9265, 402.66, 402.69, 16225930
01/20/22, 417.17, 421.75, 410.29, 410.76, 8907603
01/19/22, 421.17, 422.535, 415.07, 415.33, 8184106
01/18/22, 422.62, 424.98, 417.33, 419.74, 10697980
01/14/22, 423.945, 427.5799, 422.81, 427.23, 9960814
01/13/22, 434.09, 434.72, 426.09, 427.10, 7521275
01/12/22, 433.56, 435.04, 431.14, 433.07, 8270332
01/11/22, 427.68, 431.95, 424.78, 431.78, 7282442
01/10/22, 425.38, 428.19, 419.77, 428.03, 10481530
01/07/22, 430.21, 431.36, 427.20, 428.59, 6157536
01/06/22, 430.20, 432.83, 427.90, 430.08, 7971547
01/05/22, 438.78, 439.41, 430.525, 430.66, 7539607
01/04/22, 440.58, 441.26, 437.22, 439.07, 6262237
01/03/22, 437.93, 439.27, 435.64, 439.25, 6017303
12/31/21, 437.23, 438.38, 436.39, 436.57, 5185608
12/30/21, 439.39, 440.36, 437.32, 437.77, 3751831
12/29/21, 438.50, 439.95, 437.54, 439.01, 4596686
12/28/21, 439.28, 440.19, 437.655, 438.48, 4865844
12/27/21, 433.98, 438.82, 433.95, 438.81, 4986317
12/23/21, 430.91, 434.0963, 430.87, 432.64, 5032684
12/22/21, 425.45, 430.09, 425.32, 429.99, 4992213
12/21/21, 421.65, 425.85, 419.52, 425.69, 6916663
12/20/21, 419.39, 420.22, 416.30, 419.80, 9903413
12/17/21, 425.85, 428.79, 422.67, 424.39, 8883451
12/16/21, 434.56, 434.80, 427.35, 428.84, 7159519
12/15/21, 426.11, 432.98, 423.67, 432.75, 6871253
12/14/21, 425.80, 428.24, 423.20, 426.09, 6522926
12/13/21, 432.36, 432.66, 428.75, 429.01, 5923878
12/10/21, 431.44, 432.96, 428.95, 432.85, 6238301
12/09/21, 430.46, 431.32, 428.61, 428.76, 5035427
12/08/21, 430.95, 432.14, 429.24, 431.70, 4476542
12/07/21, 426.98, 431.10, 426.94, 430.49, 4731920
12/06/21, 419.41, 423.66, 417.00, 421.82, 7289493
12/03/21, 422.12, 423.19, 412.77, 416.84, 10228930
12/02/21, 414.42, 422.06, 414.03, 420.56, 10417670
12/01/21, 424.47, 427.2212, 413.97, 414.24, 8370491
11/30/21, 424.80, 426.63, 418.63, 419.06, 8657643
11/29/21, 426.71, 428.98, 424.55, 427.24, 6300761
11/26/21, 425.19, 426.52, 420.90, 422.14, 7702478
11/24/21, 428.56, 431.75, 427.71, 431.53, 4569588
11/23/21, 429.57, 431.29, 427.04, 430.47, 6801311
11/22/21, 432.93, 435.41, 429.72, 429.91, 4875928
11/19/21, 431.87, 432.99, 430.3798, 431.05, 4886525
11/18/21, 431.44, 432.17, 428.80, 431.86, 4736823
11/17/21, 431.24, 431.39, 429.84, 430.37, 3764856
11/16/21, 429.52, 432.59, 429.4721, 431.41, 3266998
11/15/21, 430.95, 431.005, 428.65, 429.77, 3122286
11/12/21, 427.66, 430.17, 426.73, 429.57, 3655495
11/11/21, 427.70, 427.82, 426.39, 426.40, 3634631
11/10/21, 428.09, 429.73, 424.81, 426.26, 6350658
11/09/21, 431.56, 431.75, 428.34, 429.72, 4696024
11/08/21, 431.88, 432.34, 430.50, 431.23, 3511610
11/05/21, 431.55, 432.76, 429.30, 430.71, 4942933
11/04/21, 427.85, 429.37, 427.54, 429.25, 4287284
11/03/21, 424.14, 427.66, 423.69, 427.25, 3562910
11/02/21, 423.15, 424.96, 423.01, 424.69, 2989214
11/01/21, 423.19, 423.57, 421.28, 423.05, 3937315
10/29/21, 419.15, 422.515, 418.87, 422.16, 4637741
10/28/21, 418.78, 421.44, 418.75, 421.41, 3643561
10/27/21, 419.66, 420.29, 417.28, 417.33, 2873514
10/26/21, 420.27, 421.5294, 418.86, 419.15, 3085261
10/25/21, 417.64, 419.14, 415.93, 418.75, 2511465
10/22/21, 416.58, 418.00, 414.70, 416.59, 3648855
10/21/21, 415.38, 417.24, 414.9449, 417.01, 2579450
10/20/21, 414.74, 416.22, 414.65, 415.99, 3208156
10/19/21, 412.74, 414.38, 412.14, 414.38, 2838262
10/18/21, 408.20, 411.46, 407.53, 411.18, 3402670
10/15/21, 408.92, 410.26, 408.275, 409.93, 3501619
10/14/21, 403.70, 406.95, 403.22, 406.76, 3788390
10/13/21, 399.64, 400.88, 396.75, 400.04, 6492363
10/12/21, 400.55, 400.92, 397.87, 398.76, 6201264
10/11/21, 401.91, 404.74, 399.56, 399.56, 3695672
10/08/21, 404.04, 404.3881, 401.94, 402.49, 3960919
10/07/21, 403.07, 406.05, 402.85, 403.25, 4409195
10/06/21, 394.65, 400.02, 393.06, 399.81, 6589951
10/05/21, 395.56, 400.3526, 394.79, 398.04, 5523244
10/04/21, 398.12, 398.94, 391.96, 394.21, 8820427
10/01/21, 396.226, 400.85, 392.77, 399.12, 8482196
09/30/21, 400.85, 401.52, 394.34, 394.40, 9511155
09/29/21, 400.10, 401.79, 398.86, 399.46, 4724166
09/28/21, 405.55, 405.87, 399.33, 400.14, 8234309
09/27/21, 408.421, 409.57, 407.59, 408.30, 3546600
09/24/21, 407.17, 410.13, 406.95, 409.46, 3417688
09/23/21, 405.71, 410.32, 405.47, 408.78, 4098043
09/22/21, 402.17, 405.85, 401.26, 403.90, 6004773
09/21/21, 402.66, 403.90, 399.44, 400.04, 6418124
09/20/21, 401.11, 402.64, 395.57, 400.43, 10942740
09/17/21, 410.35, 410.78, 406.77, 407.08, 5396095
09/16/21, 411.27, 412.19, 408.23, 411.11, 3351499
09/15/21, 408.79, 412.2578, 407.70, 411.82, 3891386
09/14/21, 412.02, 412.18, 407.49, 408.41, 3657667
09/13/21, 412.52, 412.71, 408.31, 410.54, 4738340
09/10/21, 414.69, 415.10, 409.415, 409.58, 4035509
09/09/21, 414.34, 416.07, 412.57, 412.77, 3887829
09/08/21, 414.53, 415.26, 412.6731, 414.63, 4012604
09/07/21, 416.27, 416.29, 414.42, 415.03, 3542491
09/03/21, 415.58, 417.0593, 415.16, 416.57, 3743999
09/02/21, 416.80, 417.44, 415.495, 416.73, 2836923
09/01/21, 416.05, 416.59, 415.16, 415.49, 3256370
08/31/21, 415.66, 416.02, 414.58, 415.05, 6062916
08/30/21, 414.66, 416.56, 414.39, 415.76, 2811785
08/27/21, 411.09, 414.33, 411.02, 413.86, 3882200
08/26/21, 412.41, 412.66, 410.20, 410.22, 4707561
08/25/21, 412.06, 413.21, 411.67, 412.63, 3261412
08/24/21, 411.90, 412.36, 411.35, 411.87, 3006487
08/23/21, 409.25, 412.08, 409.23, 411.22, 3259398
08/20/21, 404.68, 407.92, 404.26, 407.61, 3263571
08/19/21, 401.09, 405.55, 400.931, 404.41, 5505717
08/18/21, 407.22, 408.75, 403.54, 403.84, 4878277
08/17/21, 408.41, 409.05, 405.31, 408.23, 5186251
08/16/21, 408.71, 411.01, 407.15, 410.94, 3385158
08/13/21, 409.64, 409.96, 409.18, 409.96, 2253785
08/12/21, 407.82, 409.33, 406.97, 409.15, 2320453
08/11/21, 408.00, 408.07, 406.91, 407.96, 3554430
08/10/21, 406.91, 407.67, 406.23, 406.98, 2400730
08/09/21, 406.75, 407.0492, 405.69, 406.47, 1984384
08/06/21, 406.44, 407.18, 406.17, 406.86, 2486923
08/05/21, 404.70, 406.19, 404.38, 406.16, 3052826
08/04/21, 404.31, 404.86, 403.34, 403.64, 3880216
08/03/21, 403.08, 405.66, 400.92, 405.58, 4129628
08/02/21, 404.78, 405.36, 401.94, 402.33, 5814735
07/30/21, 402.59, 404.53, 402.4697, 403.15, 5204480
07/29/21, 404.36, 406.13, 404.35, 405.13, 2274198
07/28/21, 404.17, 404.76, 402.04, 403.39, 3763730
07/27/21, 404.45, 404.45, 400.80, 403.61, 3626075
07/26/21, 403.92, 405.42, 403.82, 405.41, 2374331
07/23/21, 402.17, 404.75, 401.58, 404.38, 3151949
07/22/21, 399.71, 400.56, 398.70, 400.38, 2575749
07/21/21, 397.48, 399.62, 397.27, 399.53, 2996601
07/20/21, 391.345, 397.50, 390.01, 396.20, 4043076
07/19/21, 391.78, 392.26, 387.93, 390.68, 12336210
07/16/21, 400.84, 400.88, 396.14, 396.61, 4516552
07/15/21, 399.74, 400.38, 397.805, 399.72, 4483895
07/14/21, 402.06, 402.57, 399.82, 401.01, 3332211
07/13/21, 401.08, 402.50, 400.18, 400.46, 4313092
07/12/21, 400.30, 402.03, 399.87, 401.82, 2929163
07/09/21, 397.63, 400.65, 397.42, 400.37, 3332168
07/08/21, 394.20, 396.88, 393.02, 396.19, 5817105
07/07/21, 398.67, 399.66, 396.68, 399.37, 4747830
07/06/21, 398.77, 398.99, 395.30, 398.00, 4331346
07/02/21, 396.85, 399.05, 396.525, 398.75, 4363111
07/01/21, 394.30, 395.85, 394.2062, 395.74, 3414515
06/30/21, 392.72, 394.131, 392.72, 393.52, 3795925
06/29/21, 393.35, 393.94, 392.66, 393.16, 2927626
06/28/21, 394.03, 394.45, 392.83, 394.32, 2418472
06/25/21, 392.90, 393.92, 392.54, 393.50, 2863066
06/24/21, 391.89, 392.5185, 391.67, 392.05, 2987820
06/23/21, 390.35, 391.14, 389.70, 389.82, 2404155
06/22/21, 388.24, 391.09, 387.47, 390.24, 2705442
06/21/21, 384.50, 388.38, 383.65, 388.18, 4389779
06/18/21, 384.79, 385.38, 382.52, 382.82, 5211110
06/17/21, 387.62, 388.91, 385.50, 387.97, 4065333
06/16/21, 390.419, 390.58, 386.02, 388.11, 4194316
06/15/21, 391.15, 391.20, 389.4099, 390.25, 2405039
06/14/21, 390.21, 391.07, 389.00, 391.07, 2252205
06/11/21, 390.00, 390.20, 388.73, 390.09, 2241500
06/10/21, 388.86, 390.3597, 387.58, 389.41, 2611815
06/09/21, 389.08, 389.13, 387.41, 387.62, 2968089
06/08/21, 389.00, 389.08, 386.44, 388.23, 2386617
06/07/21, 388.52, 388.69, 387.25, 388.17, 2500620
06/04/21, 386.81, 388.80, 386.76, 388.50, 2628143
06/03/21, 384.17, 386.11, 382.70, 385.01, 3390955
06/02/21, 386.45, 387.24, 385.47, 386.48, 3209191
06/01/21, 388.50, 388.62, 385.38, 385.83, 4389042
05/28/21, 387.03, 387.27, 385.94, 386.13, 3371117
05/27/21, 386.282, 386.78, 385.32, 385.38, 3015864
05/26/21, 385.09, 385.75, 384.07, 385.21, 2642705
05/25/21, 386.40, 386.76, 383.94, 384.51, 4031807
05/24/21, 383.69, 386.40, 383.44, 385.32, 2962453
05/21/21, 383.23, 384.45, 381.01, 381.47, 3567453
05/20/21, 378.57, 382.99, 378.45, 381.76, 4776714
05/19/21, 374.06, 377.84, 372.62, 377.73, 5086270
05/18/21, 382.25, 382.47, 378.54, 378.73, 3128310
05/17/21, 381.90, 382.75, 380.00, 382.03, 3767788
05/14/21, 379.81, 383.79, 379.81, 382.95, 5167919
05/13/21, 374.21, 379.05, 374.17, 377.16, 7188191
05/12/21, 378.04, 379.27, 372.13, 372.73, 7707441
05/11/21, 379.75, 381.74, 376.95, 380.86, 7081501
05/10/21, 388.41, 388.66, 384.09, 384.23, 5942697
05/07/21, 386.02, 388.68, 385.33, 388.03, 3516620
05/06/21, 382.26, 385.37, 380.27, 385.28, 4737289
05/05/21, 383.72, 383.91, 381.44, 382.17, 4410661
05/04/21, 382.52, 382.96, 378.45, 382.10, 5485646
05/03/21, 385.56, 385.94, 383.96, 384.44, 4180812
04/30/21, 383.91, 384.76, 382.73, 383.57, 5219206
04/29/21, 386.40, 386.74, 382.81, 386.12, 4209880
04/28/21, 384.10, 385.1692, 383.24, 383.56, 3960389
04/27/21, 384.20, 384.38, 382.72, 383.74, 3370642
04/26/21, 383.73, 384.45, 383.32, 383.86, 3125214
04/23/21, 379.57, 384.455, 379.46, 383.03, 3783209
04/22/21, 382.32, 383.115, 377.96, 378.99, 3965016
04/21/21, 378.28, 382.67, 378.14, 382.50, 3640080
04/20/21, 380.49, 381.16, 377.465, 378.94, 4106739
04/19/21, 382.62, 383.09, 380.37, 381.74, 3945743
04/16/21, 383.558, 384.15, 382.19, 383.63, 3252459
04/15/21, 380.33, 382.54, 380.28, 382.29, 3573828
04/14/21, 379.46, 380.51, 377.70, 378.23, 3691057
04/13/21, 378.37, 380.12, 377.92, 379.45, 2985533
04/12/21, 377.70, 378.65, 377.0799, 378.42, 2747529
04/09/21, 375.42, 378.40, 375.33, 378.25, 2627530
04/08/21, 374.97, 375.56, 374.06, 375.55, 3949423
04/07/21, 373.14, 374.0797, 372.72, 373.73, 2768895
04/06/21, 373.04, 374.33, 372.67, 373.26, 3583491
04/05/21, 370.89, 374.07, 370.81, 373.47, 3764095
04/01/21, 366.20, 368.29, 366.03, 368.16, 5131981
03/31/21, 363.39, 365.82, 363.39, 364.30, 7470344
03/30/21, 362.56, 363.47, 361.27, 362.86, 3696168
03/29/21, 362.57, 364.68, 361.1097, 363.79, 3143331
03/26/21, 359.37, 364.37, 358.75, 364.01, 3322643
03/25/21, 356.08, 360.24, 354.14, 359.43, 5487296
03/24/21, 360.71, 362.27, 357.42, 357.42, 4098983
03/23/21, 361.53, 362.94, 358.51, 359.41, 4954604
03/22/21, 359.79, 363.50, 359.76, 362.07, 3417647
03/19/21, 359.65, 361.17, 357.14, 359.23, 5382753
03/18/21, 362.73, 364.76, 359.28, 359.87, 5073991
03/17/21, 362.83, 366.05, 361.62, 365.24, 5011554
03/16/21, 365.12, 365.78, 363.25, 364.05, 3698397
03/15/21, 362.67, 364.75, 360.45, 364.46, 3162271
03/12/21, 360.50, 362.45, 359.666, 362.36, 4847336
03/11/21, 360.66, 363.76, 360.1605, 361.85, 3340718
03/10/21, 358.30, 359.84, 356.88, 358.07, 7231407
03/09/21, 354.75, 358.46, 354.23, 355.87, 6075087
03/08/21, 353.63, 356.40, 350.66, 350.96, 5663478
03/05/21, 349.77, 353.73, 342.59, 352.69, 8721265
03/04/21, 350.49, 353.02, 341.915, 346.34, 6604466
03/03/21, 354.70, 355.64, 350.56, 350.66, 6317636
03/02/21, 358.38, 358.63, 355.16, 355.35, 5462610
03/01/21, 354.55, 359.39, 354.50, 358.12, 3725252
02/26/21, 353.47, 354.4678, 347.71, 349.59, 7579472
02/25/21, 359.03, 360.27, 350.08, 351.52, 7049193
02/24/21, 355.15, 360.58, 354.20, 360.16, 3301220
02/23/21, 353.69, 357.56, 349.53, 356.22, 5251055
02/22/21, 355.84, 358.19, 355.56, 355.77, 3290986
02/19/21, 360.47, 360.71, 358.14, 358.59, 2487098
02/18/21, 358.24, 359.93, 356.49, 359.25, 3017068
02/17/21, 359.03, 360.97, 357.9222, 360.79, 3220093
02/16/21, 362.15, 362.37, 359.98, 360.71, 4408452
02/12/21, 358.45, 361.19, 358.36, 361.05, 2144471
02/11/21, 359.71, 360.10, 356.8376, 359.22, 2237200
02/10/21, 360.53, 360.61, 356.30, 358.64, 2400011
02/09/21, 358.22, 359.33, 357.77, 358.78, 1891240
02/08/21, 357.92, 359.07, 357.06, 359.07, 3371070
02/05/21, 356.90, 357.1312, 355.316, 356.44, 2091756
02/04/21, 352.12, 355.04, 351.92, 355.02, 1988342
02/03/21, 351.70, 352.80, 349.88, 351.09, 3392809
02/02/21, 349.05, 352.34, 349.00, 350.74, 2955229
02/01/21, 343.63, 346.85, 341.40, 345.77, 3334009
01/29/21, 345.31, 346.22, 338.57, 340.18, 5803647
01/28/21, 345.97, 351.0707, 345.58, 347.13, 3432188
01/27/21, 349.54, 349.56, 341.99, 344.24, 5010372
01/26/21, 354.23, 354.645, 352.60, 352.80, 2430244
01/25/21, 352.71, 353.6814, 347.97, 353.33, 3548997
01/22/21, 351.38, 353.04, 350.99, 351.90, 1812174
01/21/21, 353.46, 353.835, 352.302, 353.16, 2582562
01/20/21, 350.32, 353.71, 349.97, 352.83, 2920573
01/19/21, 347.80, 348.587, 346.36, 348.10, 3433790
01/15/21, 346.27, 347.06, 343.53, 345.37, 3622148
01/14/21, 349.85, 350.3183, 347.55, 347.85, 3497443
01/13/21, 348.11, 350.06, 347.32, 349.03, 3039926
01/12/21, 348.30, 349.15, 345.97, 348.16, 2298388
01/11/21, 347.36, 349.82, 347.202, 348.13, 2987858
01/08/21, 349.88, 350.619, 346.64, 350.42, 3758462
01/07/21, 345.74, 349.20, 345.54, 348.46, 3638857
01/06/21, 339.79, 346.50, 339.30, 343.33, 4804950
01/05/21, 338.40, 342.39, 338.39, 341.26, 3299716
01/04/21, 345.02, 345.09, 335.37, 339.03, 5402614
12/31/20, 341.82, 344.37, 341.23, 343.69, 3507320
12/30/20, 342.28, 342.91, 341.565, 341.85, 2009135
12/29/20, 343.63, 343.77, 340.87, 341.39, 2555542
12/28/20, 341.74, 342.46, 341.09, 342.11, 2798845
12/24/20, 338.37, 339.18, 337.77, 339.16, 1447667
12/23/20, 338.54, 339.75, 337.69, 337.81, 3682167
12/22/20, 338.47, 338.55, 336.47, 337.54, 2381325
12/21/20, 336.83, 340.38, 334.11, 339.59, 3918085
12/18/20, 342.39, 342.50, 338.70, 340.64, 6025650
12/17/20, 341.77, 342.25, 340.96, 342.01, 2626995
12/16/20, 339.83, 341.04, 338.96, 340.16, 2943154
12/15/20, 337.64, 339.64, 336.24, 339.64, 2762601
12/14/20, 338.76, 339.79, 334.89, 335.01, 2654634
12/11/20, 335.31, 336.80, 333.77, 336.55, 2387889
12/10/20, 335.74, 337.9999, 334.842, 336.98, 2738559
12/09/20, 340.79, 340.9329, 336.26, 337.14, 2545788
12/08/20, 337.89, 340.70, 337.85, 340.16, 1948194
12/07/20, 339.07, 339.63, 337.91, 339.18, 1943081
12/04/20, 337.505, 339.84, 337.45, 339.81, 2907285
12/03/20, 336.91, 338.30, 335.88, 336.91, 2851086
12/02/20, 335.22, 337.11, 334.65, 337.01, 2270336
12/01/20, 335.92, 337.80, 335.32, 336.30, 3237145
